dft,model
-4.617969268,-4.612180233
-5.269258871,-5.262331009
-5.488107686,-5.485426426
-5.034078946,-5.046179771
-5.0773947,-5.065317154
-4.443627766,-4.438439846
-4.684276444,-4.686014652
-4.908729257,-4.903385639
-4.606405586,-4.60238409
-4.923246281,-4.925933361
-4.770576076,-4.769160748
-4.791517942,-4.792351246
-4.677109591,-4.67509985
-4.351135589,-4.346372128
-4.726343186,-4.730169773
-4.639329521,-4.634831429
-4.500817423,-4.51145792
-4.649343003,-4.652968884
-5.097455673,-5.092318535
-4.885910325,-4.886218548
-4.804704978,-4.806389332
-4.460022428,-4.464965343
-4.501776231,-4.517732143
-3.120665989,-3.121309757
-4.769360878,-4.768783569
-5.396136222,-5.392983913
-4.76289092,-4.756803036
-4.544752698,-4.546103954
-4.700065324,-4.703663349
-4.987251667,-4.991877079
-4.472667546,-4.477803707
-4.68300809,-4.682787418
-4.43410578,-4.435016155
-4.998164694,-5.001714706
-4.392187854,-4.394962788
-4.758747976,-4.758218765
-4.797204114,-4.799404144
-4.355945854,-4.360586643
-4.202801508,-4.200881004
-4.940118209,-4.946670055
-5.49264665,-5.488172054
-4.462503771,-4.458629131
-4.769275163,-4.76886797
-4.360197245,-4.372873783
-4.97167163,-4.974411488
-4.757961147,-4.755654812
-4.733904831,-4.72332859
-5.061159267,-5.065912724
-4.340433175,-4.340097427
-4.6521918,-4.642424583
-4.673217467,-4.681641579
-4.661551619,-4.663887978
-5.124004514,-5.130732536
-5.235281836,-5.240254879
-4.67566536,-4.672152996
-4.609450166,-4.615096569
-4.761219838,-4.759078503
-3.384508523,-3.38572526
-4.679504143,-4.67959547
-3.800729948,-3.7991395
-3.879795473,-3.882019758
-4.843092421,-4.849021435
-5.143768428,-5.147001743
-4.550102882,-4.551682949
-4.606186476,-4.608701229
-4.243586263,-4.247318745
-5.555570633,-5.545917988
-5.748854352,-5.745604992
-5.751128432,-5.756076336
-4.641230126,-4.632045269
-4.482618072,-4.49310112
-5.251701783,-5.256493568
-5.109607596,-5.114306927
-4.773379329,-4.773375988
-4.968612438,-4.972073078
-4.538845806,-4.544838905
-4.867114426,-4.87768364
-4.800855172,-4.801344395
-4.794329761,-4.794144154
-4.703312694,-4.711153507
-4.402969876,-4.410170078
-5.179907932,-5.185185909
-4.531558014,-4.54051733
-4.787654785,-4.786259174
-5.135621309,-5.134610653
-3.804638546,-3.80214119
-3.587706628,-3.587218761
-4.582509376,-4.593136787
-4.064846694,-4.065052509
-4.762868746,-4.754243374
-4.996809092,-5.001099586
-3.877540636,-3.88145256
-4.602718149,-4.605984688
-4.581981681,-4.588303566
-5.353785856,-5.353426933
-4.586127406,-4.593643665
-4.483448153,-4.481977463
-4.80182628,-4.807140827
-4.594814026,-4.600982189
-4.491314596,-4.505162239
-4.258912633,-4.257668018
-5.904845878,-5.907791615
-4.863290502,-4.862244129
-4.543913307,-4.550553799
-4.113349418,-4.11265707
-4.508440859,-4.510998249
-4.520705347,-4.514342785
-4.968840672,-4.966517925
-4.246889838,-4.247050285
-4.658052578,-4.660626888
-4.52571364,-4.538845062
-4.766257768,-4.765469074
-3.628029978,-3.629611254
-5.357975834,-5.349849224
-4.53066595,-4.529776096
-4.681311592,-4.682471752
-4.34985672,-4.344338417
-4.765802289,-4.76664114
-4.382836227,-4.389693737
-4.756427293,-4.755787849
-4.737094652,-4.737436771
-4.687294245,-4.690382481
-3.525969288,-3.528115749
-4.698133915,-4.687881947
-4.808845467,-4.812467098
-5.053146268,-5.045670986
-4.774997876,-4.774349689
-4.709448382,-4.698597431
-4.742460987,-4.74293232
-4.594404682,-4.598858833
-4.686849445,-4.68732214
-4.750340971,-4.748339176
-4.400170018,-4.400152683
-4.705376691,-4.70471859
-4.318673725,-4.316621304
-4.608490052,-4.616609097
-4.616555766,-4.624642849
-5.621412646,-5.615015507
-3.806561317,-3.814210892
-4.624962375,-4.630797863
-4.765076787,-4.764955044
-4.654362155,-4.659104824
-5.079075129,-5.097184181
-4.771360564,-4.771254063
-4.498298914,-4.502935886
-4.09439345,-4.095385075
-4.58952564,-4.594373226
-4.403006505,-4.405804157
-5.699194943,-5.700834274
-4.808259806,-4.810814857
-4.415025941,-4.412669659
-4.642807665,-4.646291256
-4.660940549,-4.66158247
-4.411697472,-4.423789501
-4.677036626,-4.682723522
-5.459698402,-5.456203938
-4.10741398,-4.111459732
-4.501676239,-4.507059097
-4.604474924,-4.601082802
-4.781139256,-4.779380322
-4.581417677,-4.585903168
-4.424633965,-4.424130917
-4.475569367,-4.483007908
-4.763015671,-4.763000488
-4.645343746,-4.650393009
-5.254424561,-5.256797314
-4.789164533,-4.799371243
-4.329615453,-4.342864037
-4.634848557,-4.64525938
-5.691913264,-5.693819523
-5.003874564,-5.003658295
-4.501546952,-4.504811764
-5.672669326,-5.677651405
-3.823447695,-3.823552132
-5.218398427,-5.218726635
-5.286345111,-5.296914577
-4.678781142,-4.680156231
-4.650056315,-4.654736042
-4.645679366,-4.645998001
-4.775927027,-4.775878906
-4.750282602,-4.749676228
-4.654925904,-4.654983997
-5.074291507,-5.070206642
-5.101693854,-5.12344408
-4.712154576,-4.716881275
-4.779681191,-4.779569149
-5.234164766,-5.233038425
-4.730357446,-4.734446526
-4.648394138,-4.655813217
-4.733028311,-4.736793995
-4.509841463,-4.508593559
-3.818773273,-3.824418068
-4.662225144,-4.664225578
-5.816618526,-5.814249516
-5.183975472,-5.182730198
-4.692764233,-4.688593388
-4.201530875,-4.202883244
-5.606546696,-5.60523653
-4.613872833,-4.608121395
-5.70727031,-5.704830647
-4.777394627,-4.777197361
-4.627388543,-4.629934788
-4.868819111,-4.874099255
-5.279500501,-5.276996136
-4.734687201,-4.740046501
-4.647933205,-4.648253441
-4.549417201,-4.552204132
-4.188203193,-4.188189983
-4.028091299,-4.027205467
-4.753210251,-4.752078533
-4.927761421,-4.928926945
-3.803313417,-3.804118156
-4.464592027,-4.464985847
-4.724045636,-4.727380753
-4.706330919,-4.705474377
-5.15078158,-5.151319981
-5.302279922,-5.299044132
-4.772870212,-4.776653767
-5.379672307,-5.378469944
-5.079799589,-5.096045971
-4.318958556,-4.321402073
-4.973685631,-4.976548672
-4.784661443,-4.784994602
-4.773077589,-4.772078037
-4.762421038,-4.75674057
-4.468815935,-4.475752354
-4.39315158,-4.394791126
-4.257391704,-4.260004997
-5.01873235,-5.030589581
-4.780417707,-4.780061722
-3.357114783,-3.359786987
-4.687319144,-4.6911273
-4.969041801,-4.974074841
-4.981215672,-4.985329628
-4.67161059,-4.671606541
-4.7750469,-4.773305416
-4.251635182,-4.25812006
-4.682527659,-4.685468197
-4.527049138,-4.527588367
-4.764921381,-4.763646603
-5.044047903,-5.038002491
-3.446665892,-3.448745728
-3.664605182,-3.670235395
-4.262218819,-4.266806126
-4.658658097,-4.657937527
-5.430767803,-5.432287693
-4.438392058,-4.438976765
-4.65228021,-4.658418179
-5.072123126,-5.069809437
-5.373340687,-5.371658802
-4.536736385,-4.549209118
-4.847410859,-4.846216202
-5.139590638,-5.138977051
-4.441733289,-4.440822601
-3.907580239,-3.90928793
-4.789513546,-4.794023991
-4.496959742,-4.514018536
-5.640631288,-5.644661427
-4.666845927,-4.663468361
-4.791579076,-4.791565895
-5.031403782,-5.031071186
-3.653392428,-3.656068802
-4.768153447,-4.766951084
-4.330764284,-4.333376884
-4.357358273,-4.360498905
-5.331556393,-5.330252171
-4.753139779,-4.749279022
-4.602321658,-4.612962723
-4.665334663,-4.665627956
-4.805241438,-4.805006504
-4.788021274,-4.790094376
-4.763522224,-4.763090611
-3.553640459,-3.553514957
-3.890998563,-3.891144276
-4.470676858,-4.47454977
-3.461487622,-3.464334965
-3.523187946,-3.52474165
-4.778400214,-4.785975933
-5.095908372,-5.099155903
-4.640267782,-4.644546986
-4.75104595,-4.749448776
-4.756307008,-4.754476547
-4.628001628,-4.637142658
-4.928649215,-4.923594475
-4.515911897,-4.527412415
-4.662609544,-4.664505959
-4.271659388,-4.269631386
-5.078195635,-5.070607662
-3.898506115,-3.906153679
-4.60487631,-4.608030796
-4.198587024,-4.195456505
-4.574567792,-4.584656239
-4.312817887,-4.311651707
-3.26977811,-3.274113655
-5.026214644,-5.032957554
-5.524751059,-5.52448225
-4.217501676,-4.21755743
-4.9014484,-4.901184082
-5.115014683,-5.11900568
-4.231082376,-4.234624386
-4.309443355,-4.315006733
-3.493318041,-3.499858379
-5.334069913,-5.342783451
-4.644331128,-4.648119926
-5.036066288,-5.028787613
-4.385475928,-4.38243866
-4.608487705,-4.613195419
-4.588207977,-4.595030308
-4.02696722,-4.035771847
-4.539745472,-4.544777393
-4.624636454,-4.629192829
-4.686779234,-4.680523396
-4.309178619,-4.315410137
-4.068541173,-4.070857525
-5.342108512,-5.333049297
-4.524887856,-4.528619766
-4.014798594,-4.020060062
-4.390199044,-4.387404919
-4.7339964,-4.74039793
-5.619552871,-5.610352516
-5.281206548,-5.280925274
-4.39551919,-4.403476238
-4.77749114,-4.779288769
-4.723058678,-4.732676029
-4.79048396,-4.78865099
-4.774957209,-4.775226116
-4.677822644,-4.68167448
-4.672107264,-4.670441151
-4.485939629,-4.488966942
-4.660382034,-4.664010525
-4.579899538,-4.585048676
-5.026545763,-5.028491974
-4.552157314,-4.560772419
-4.29528008,-4.304144382
-4.754013725,-4.75424242
-4.856440673,-4.86504221
-4.472805604,-4.466860771
-4.989660854,-4.995810032
-5.367186439,-5.372534275
-5.219423487,-5.218988895
-3.519440118,-3.519402742
-5.009730439,-5.01826334
-4.849119117,-4.850809097
-4.281150176,-4.277620316
-4.363820797,-4.378161907
-4.790684994,-4.790482044
-4.936281205,-4.929166317
-4.781308784,-4.782594204
-4.779589638,-4.776168823
-4.414593999,-4.415913582
-5.015282592,-5.017612934
-4.076463646,-4.084501266
-4.762218034,-4.761879444
-3.45520229,-3.451414585
-4.53181269,-4.525577545
-4.356369437,-4.360227108
-4.392514659,-4.402915478
-4.678107184,-4.67960453
-4.565122434,-4.572956085
-5.617653109,-5.615269184
-4.792285713,-4.791657925
-5.046558982,-5.048033714
-5.123533073,-5.12384367
-5.238103857,-5.240365505
-4.496585714,-4.488620281
-4.537549183,-4.543217182
-3.284223402,-3.285009861
-4.674138778,-4.673391819
-5.155576105,-5.154652119
-5.148762898,-5.149809837
-4.682814831,-4.680441856
-4.678661717,-4.676877499
-3.896172082,-3.89374733
-4.537155281,-4.5378232
-4.939579438,-4.940563202
-4.110457901,-4.111920834
-4.715516335,-4.709942341
-4.834503476,-4.834994793
-4.754173126,-4.751402855
-4.728725148,-4.718731403
-4.765843431,-4.765537739
-4.514612358,-4.515394688
-4.95528075,-4.96078968
-4.605467888,-4.612157822
-4.894595402,-4.902087688
-5.837062194,-5.838839531
-4.578772363,-4.592019558
-3.884136305,-3.886706114
-4.579629132,-4.578499317
-4.918025876,-4.911340237
-5.68909174,-5.680663586
-4.785112072,-4.784290791
-4.884753274,-4.885112286
-4.907171017,-4.905941486
-5.338162951,-5.334104538
-4.705507768,-4.719260693
-4.568304862,-4.582147598
-4.606794727,-4.60714674
-4.775426718,-4.774971962
-6.001360105,-6.003274441
-4.246951468,-4.247965813
-4.973620552,-4.981085777
-4.436178245,-4.436215878
-4.27027256,-4.275230885
-4.777773524,-4.776413918
-4.767696614,-4.767972469
-4.771079381,-4.771905422
-4.839715691,-4.843692303
-4.751905343,-4.757435799
-4.111997283,-4.11174345
-4.816227891,-4.81265974
-4.397999179,-4.402575493
-4.998725414,-4.994439602
-4.664809652,-4.671589375
-4.258679324,-4.259840488
-5.962126797,-5.96278429
-4.417938578,-4.419763088
-3.795792456,-3.796157837
-4.819721872,-4.82619381
-4.610386409,-4.619914055
-4.578778964,-4.579547882
-3.884505533,-3.883955479
-5.814262057,-5.810478687
-4.446318612,-4.441787243
-5.209689235,-5.219334126
-4.587329315,-4.601334095
-4.799934947,-4.800914764
-5.077829908,-5.06935215
-4.799811165,-4.799063206
-3.671823347,-3.671112061
-4.692338856,-4.693220139
-4.759317617,-4.758124828
-5.397676462,-5.399883747
-4.602966448,-4.609133244
-5.741678249,-5.722132206
-4.288021639,-4.281010151
-4.777846816,-4.776479721
-4.518335487,-4.516204357
-5.871513048,-5.86836195
-4.529478141,-4.529896259
-5.394203272,-5.390846729
-4.291984354,-4.287116528
-4.800649531,-4.800248623
-4.791662504,-4.790235043
-4.631453678,-4.629411221
-3.723712879,-3.725030661
-5.884138197,-5.884035587
-4.666136051,-4.666842937
-4.080707425,-4.082222462
-3.979577072,-3.978615284
-4.426004042,-4.438056469
-4.584266884,-4.589743614
-4.061640303,-4.064424992
-5.425461888,-5.422121525
-4.68516722,-4.678412914
-4.673444993,-4.667913914
-5.770455242,-5.769164085
-4.741713938,-4.751326084
-4.431012316,-4.430551052
-4.677878803,-4.680495739
-4.776865252,-4.776657104
-5.718032163,-5.708668232
-4.144115444,-4.143307209
-4.349581625,-4.36162138
-5.043961302,-5.042203903
-4.667707243,-4.664223194
-4.653214452,-4.655072212
-3.970151129,-3.976000309
-4.545431934,-4.551366329
-3.862813309,-3.861195087
-5.020331274,-5.031211853
-4.464502642,-4.471861362
-3.847304159,-3.849647999
-4.750853704,-4.750257969
-4.66838839,-4.663747311
-4.794276408,-4.793653965
-4.848435981,-4.8564744
-4.331517302,-4.340096951
-5.361669983,-5.351835728
-4.83478605,-4.831933498
-4.795290929,-4.794170856
-4.819218688,-4.820971966
-4.291969862,-4.293748856
-4.671480792,-4.668882847
-3.742201528,-3.741811037
-4.580974381,-4.592124462
-4.763102038,-4.762743473
-4.730540423,-4.73794508
-3.559080039,-3.559463978
-3.777994181,-3.784168482
-4.938968221,-4.948556423
-5.519385062,-5.514548302
-5.14448048,-5.145607471
-3.873179338,-3.875486135
-5.032962091,-5.035428524
-5.104376839,-5.111916065
-4.602525206,-4.608536243
-4.506914862,-4.510376453
-4.643142312,-4.648577213
-4.49627465,-4.490905285
-4.589177003,-4.595229626
-4.625700576,-4.621561527
-3.530599646,-3.532833576
-4.651251794,-4.656085968
-5.182569351,-5.19213438
-5.172067675,-5.179500103
-4.658424155,-4.659964085
-4.567785035,-4.567923069
-4.614623499,-4.620100021
-4.573940235,-4.582598209
-4.74592908,-4.743553162
-4.82369471,-4.824696064
-4.783644176,-4.781601429
-3.79376588,-3.794285297
-4.645992902,-4.641758919
-5.923897411,-5.915539265
-4.657373857,-4.65273428
-4.892714465,-4.894386768
-4.602431046,-4.609911442
-4.256362835,-4.264828682
-3.479078714,-3.483633041
-4.916614691,-4.912733078
-4.210099004,-4.219326496
-3.85622413,-3.858158588
-4.390099096,-4.396996498
-5.892308077,-5.906846523
-4.791049396,-4.791285038
-4.511244346,-4.511375904
-4.538114448,-4.545955181
-4.950659484,-4.951469421
-5.647981862,-5.644606113
-4.778444712,-4.776963234
-4.916102552,-4.907887936
-4.25215392,-4.253020763
-4.486304015,-4.494793415
-4.675447744,-4.673351765
-5.002695252,-5.008347034
-4.51650882,-4.521161079
-4.57308736,-4.572725773
-5.090270876,-5.10751009
-4.648483246,-4.654142857
-4.77174571,-4.77061224
-3.996148281,-3.99820137
-4.471037329,-4.472893238
-4.772114102,-4.771921158
-4.593406736,-4.598904133
-4.620432431,-4.619190693
-5.200119595,-5.200255871
-4.759299912,-4.758839607
-4.770734569,-4.773274899
-5.210117325,-5.204382896
-4.743958866,-4.748949528
-4.969990999,-4.965558052
-4.642493518,-4.644226551
-4.842169652,-4.847727776
-5.563518481,-5.557127953
-4.611536646,-4.625255108
-4.502957482,-4.50797987
-5.065136473,-5.08181715
-5.702731684,-5.693270206
-5.097043137,-5.111679077
-5.237562281,-5.233673096
-5.521214717,-5.528033257
-4.627137921,-4.633397579
-4.639852564,-4.641420841
-4.757263192,-4.761920452
-4.754289604,-4.754564762
-4.597011355,-4.611192703
-4.601759383,-4.597267628
-4.562778868,-4.558783054
-4.667150724,-4.670188427
-4.9440056,-4.942089558
-4.647855485,-4.649308205
-4.305819011,-4.295825481
-4.957891181,-4.978307724
-4.228121994,-4.235600471
-4.09813201,-4.105520725
-4.170107218,-4.17151022
-4.149869384,-4.15011549
-4.789260009,-4.788723469
-4.770752158,-4.769690037
-4.268805322,-4.270284176
-4.46149631,-4.465538502
-5.035414707,-5.034339905
-4.924188155,-4.935963154
-4.523790277,-4.528896809
-4.977160345,-4.977649212
-3.540730467,-3.541622639
-5.496604288,-5.494996548
-5.730319948,-5.714907169
-4.785531151,-4.798114777
-4.615928284,-4.621887684
-4.64498777,-4.653452396
-4.483947228,-4.492083073
-5.273354108,-5.270154476
-3.240111268,-3.240348339
-5.05736088,-5.056517124
-4.459098003,-4.464093685
-4.370964077,-4.373633862
-5.216896729,-5.218588829
-4.682312497,-4.680923939
-4.756216392,-4.754627705
-4.497722688,-4.510096073
-4.496809697,-4.50328207
-5.307314197,-5.312419891
-4.909029668,-4.915235996
-4.777496099,-4.77853632
-5.068739742,-5.058529377
-4.729350903,-4.730267048
-5.016997574,-5.026255608
-4.577651519,-4.58444643
-4.670590629,-4.664597988
-3.893821618,-3.893779278
-4.772832395,-4.773014545
-4.765191942,-4.767967224
-4.63219532,-4.635527611
-4.938731038,-4.931640148
-3.975639474,-3.977696419
-4.377935883,-4.377681255
-4.977924885,-4.984733105
-4.485746082,-4.489639759
-4.769250192,-4.782233715
-4.675395008,-4.677644253
-4.763341326,-4.754259109
-4.754937896,-4.754384518
-3.688250659,-3.698052168
-4.528565872,-4.539083958
-4.66288511,-4.661856174
-4.579753536,-4.579359531
-4.607414838,-4.609492779
-4.790404677,-4.789913654
-3.783995182,-3.790573359
-4.653634901,-4.661918163
-4.015968832,-4.024362564
-5.135517769,-5.150020123
-4.756894206,-4.756608486
-4.421224792,-4.418383121
-3.225372812,-3.227432251
-3.860807231,-3.864154816
-5.354641042,-5.357624054
-4.28764979,-4.274140835
-4.648734531,-4.648073673
-4.500085095,-4.510096073
-4.20720633,-4.211829185
-4.599422009,-4.607396603
-4.595853431,-4.602662563
-4.413929837,-4.413667202
-4.792730946,-4.801829815
-5.060514195,-5.057702541
-4.734719657,-4.738618374
-4.74647851,-4.747327805
-3.946703396,-3.94969821
-4.609661082,-4.614136219
-4.768232343,-4.768771648
-4.569081248,-4.568176746
-4.824199721,-4.824597359
-3.55979688,-3.559921265
-4.459947104,-4.466986179
-4.46596208,-4.462382793
-4.498271083,-4.505672932
-3.182406323,-3.184099674
-5.020032445,-5.018207073
-4.783009965,-4.783765316
-4.440692956,-4.435461998
-4.569589256,-4.578092098
-5.075096583,-5.09960556
-4.211670084,-4.214978218
-4.745747254,-4.742554188
-4.977152068,-4.978206158
-5.377142776,-5.384219646
-4.314331383,-4.321556091
-4.56792148,-4.570456028
-4.215748403,-4.216701508
-4.750360875,-4.75035429
-4.5645969,-4.574687958
-5.521730678,-5.519587994
-4.762539718,-4.751041889
-4.972130384,-4.966163158
-4.764141349,-4.763475895
-5.344861929,-5.345879078
-4.449294792,-4.456647396
-4.582061283,-4.587569237
-4.603685035,-4.608710289
-4.772027222,-4.776337624
-4.660530739,-4.663368702
-4.949879982,-4.952800274
-5.274589292,-5.277364731
-4.621164828,-4.626424313
-4.598118037,-4.60300827
-5.056180499,-5.055716038
-4.788746281,-4.791751385
-4.696646624,-4.694941044
-4.678649712,-4.681973934
-3.576298961,-3.579295874
-4.606507908,-4.615996361
-4.553113612,-4.564272404
-4.435546528,-4.437057018
-4.772221267,-4.775252819
-4.615107282,-4.618492603
-5.115083104,-5.130512714
-4.508056566,-4.511242867
-4.712298465,-4.714202881
-4.585156746,-4.598284245
-4.67425685,-4.670912266
-4.290036283,-4.274381161
-5.032986606,-5.036614895
-4.600607553,-4.603919506
-4.569762339,-4.581576824
-4.757527903,-4.768745899
-4.663093786,-4.666399956
-4.477771288,-4.472316265
-4.310627165,-4.312525749
-5.431468276,-5.427545547
-4.842498888,-4.843757629
-4.749371054,-4.748467922
-4.591103496,-4.592122078
-4.771857713,-4.771047592
-5.222002975,-5.227590084
-5.180481258,-5.183486938
-3.890119603,-3.891935349
-4.942365774,-4.948993683
-4.782021511,-4.782773972
-4.577366342,-4.584252834
-4.639924231,-4.64202261
-3.812385979,-3.814605713
-4.768817149,-4.768375874
-5.046118299,-5.045054436
-4.667924868,-4.664928913
-5.208684216,-5.212975502
-3.859233891,-3.858827829
-4.552068905,-4.553316593
-4.626920043,-4.627583027
-4.648107211,-4.650002003
-4.779399188,-4.778170586
-4.751837171,-4.754989147
-3.998654619,-4.002251148
-4.604325363,-4.611180305
-3.311249551,-3.311126709
-4.491866695,-4.504528522
-4.625281043,-4.621216297
-3.299060332,-3.300402164
-4.863764136,-4.860136509
-3.809766713,-3.813203096
-4.044630403,-4.044560432
-4.357889014,-4.361783981
-4.437083497,-4.439921856
-4.826531667,-4.831604958
-4.372080838,-4.374157906
-4.740807257,-4.744367599
-4.815651172,-4.824387074
-3.892539901,-3.895715237
-4.911074944,-4.912924767
-4.772184088,-4.771587849
-4.481157498,-4.477766514
-4.312581826,-4.318619251
-3.650700572,-3.653048515
-4.788822817,-4.789030552
-3.800998392,-3.803823948
-4.893784225,-4.897371769
-4.752932128,-4.752838135
-4.613595119,-4.614960194
-4.552128012,-4.555952549
-4.533420051,-4.538844109
-4.460979709,-4.462611198
-5.008365892,-5.009722233
-4.735146018,-4.742312908
-4.764985327,-4.772224903
-4.179540509,-4.186485291
-4.794084951,-4.79277277
-4.622306356,-4.620221615
-4.923690929,-4.91740942
-4.531850408,-4.559096813
-4.459919991,-4.454558849
-3.873640328,-3.87390542
-5.038210594,-5.039700031
-4.209875072,-4.216436386
-4.955602209,-4.962474346
-4.404693534,-4.413461685
-5.331315424,-5.331548691
-4.761233743,-4.761056423
-4.63642136,-4.638187885
-4.168112522,-4.172539234
-4.590679779,-4.595933437
-5.146956477,-5.148090839
-4.667436728,-4.671541214
-4.576127384,-4.580960751
-4.888211976,-4.892281055
-5.067019561,-5.062348843
-4.656459498,-4.654848576
-5.242878164,-5.236969471
-4.352436137,-4.361203671
-4.531920758,-4.536839008
-4.3686274,-4.367944241
-4.444023681,-4.440004826
-4.662452004,-4.660774708
-4.314531051,-4.317201138
-4.664437041,-4.668103695
-4.774893676,-4.774674416
-5.069820518,-5.072284222
-4.666680625,-4.674705029
-3.857986878,-3.858678818
-4.797335751,-4.807353497
-5.52633429,-5.527987003
-5.031987633,-5.036357403
-4.582862874,-4.583718777
-5.157420155,-5.156109333
-5.437227819,-5.438560009
-4.772042358,-4.772044182
-4.689904307,-4.686281681
-5.710936573,-5.714189053
-4.406391551,-4.407522678
-4.53893925,-4.548290253
-4.874034595,-4.883859158
-3.408861612,-3.409452438
-4.695669845,-4.702104092
-4.867832874,-4.867367268
-4.93645135,-4.938128948
-4.075027747,-4.073958874
-4.645225011,-4.656069279
-4.777260427,-4.775702
-5.076150314,-5.093725681
-5.015251561,-5.011790752
-4.712288827,-4.700213432
-4.487606453,-4.508595467
-4.624380392,-4.628802299
-4.771105228,-4.764742374
-4.037794388,-4.038821697
-3.889389966,-3.887889862
-4.53697107,-4.542834759
-4.616554088,-4.616634846
-4.804785229,-4.802010536
-4.644530828,-4.646586895
-4.686955186,-4.684028625
-4.495706121,-4.497820854
-4.469913155,-4.475001335
-4.761664322,-4.757273197
-4.512915152,-4.517904282
-4.774378526,-4.774209499
-4.587714513,-4.591794491
-5.146228896,-5.140825748
-4.869931497,-4.868606567
-4.291923481,-4.293757915
-4.699568064,-4.706651211
-4.688269213,-4.680828571
-4.538140487,-4.541640759
-4.452558887,-4.45785284
-5.129963144,-5.134013653
-4.677025937,-4.677361965
-4.76111983,-4.760760307
-4.70340808,-4.697946072
-5.612132207,-5.623203754
-5.218667782,-5.220218658
-4.791543001,-4.789469242
-5.016518972,-5.0255723
-3.865227524,-3.86573267
-4.916093505,-4.922219753
-4.599829792,-4.612164497
-4.45705239,-4.449682713
-5.680659578,-5.682812214
-4.567866859,-4.575190544
-4.758553288,-4.755918503
-4.444219242,-4.448544025
-4.708127056,-4.714704037
-3.717974666,-3.720255852
-4.619390983,-4.629868984
-4.782977747,-4.785144329
-5.249129216,-5.243911266
-4.768506862,-4.76802206
-5.101862654,-5.120240211
-4.942200263,-4.951076508
-4.62259524,-4.620957851
-4.257930069,-4.267409801
-5.310847585,-5.305268288
-5.144334554,-5.145796299
-4.65709264,-4.659459114
-4.795474789,-4.794118404
-4.224875932,-4.234192371
-4.823447393,-4.82470274
-4.93355206,-4.937033176
-4.563277603,-4.571123123
-4.932513692,-4.93806076
-4.673523234,-4.675374508
-4.049135956,-4.067262173
-4.721364731,-4.723989964
-4.814453379,-4.823707104
-4.624608366,-4.638740063
-4.09566198,-4.1042943
-4.955859166,-4.966607571
-4.787282842,-4.785169601
-4.668581664,-4.672489166
-3.744561172,-3.742658615
-3.592638069,-3.589058876
-5.484160016,-5.482682705
-4.590108866,-4.605552197
-4.672800783,-4.67091608
-4.922977837,-4.929938793
-4.398364452,-4.39259243
-3.857293826,-3.859335661
-3.843926491,-3.842545986
-4.772777561,-4.77296114
-4.466730882,-4.468392372
-4.786056255,-4.783949375
-4.49288317,-4.497592449
-4.835741982,-4.842248917
-4.794894966,-4.798669338
-5.04823731,-5.043072224
-4.36939404,-4.376546383
-4.551055571,-4.554373264
-4.29619798,-4.307360649
-4.562632915,-4.571807384
-5.90616373,-5.907258034
-4.760929243,-4.759011745
-4.609437957,-4.615564823
-4.620182205,-4.626165867
-4.648244405,-4.639100552
-4.686690072,-4.684607983
-5.027778394,-5.019452572
-4.766716842,-4.765441418
-4.676562239,-4.675861835
-5.009857168,-5.015807629
-4.159303431,-4.168374062
-4.779937125,-4.778650284
-4.80494704,-4.805914402
-4.73533369,-4.73472023
-4.768234685,-4.767444134
-4.622612357,-4.626118183
-4.620552241,-4.626600742
-4.68844269,-4.696657658
-5.120517148,-5.129003525
-4.992036732,-4.99822855
-4.307942979,-4.295641422
-4.703687598,-4.696151257
-4.779834273,-4.785124302
-3.799097543,-3.799182653
-3.555685708,-3.562957764
-4.569140634,-4.573396683
-4.586869482,-4.593472004
-4.413860382,-4.414330006
-4.494271004,-4.49226141
-4.464253029,-4.468433857
-5.670919842,-5.674452305
-4.221700001,-4.219707966
-4.640818735,-4.645918846
-4.643937387,-4.650330067
-4.7422377,-4.756201744
-4.757469782,-4.761124611
-4.734881639,-4.727637768
-4.61283777,-4.614101887
-4.769680987,-4.769989014
-4.369213127,-4.371905804
-4.611244983,-4.619313717
-4.64258942,-4.646632671
-4.357669306,-4.360133648
-4.967704043,-4.979160786
-3.297705204,-3.29804945
-4.674980006,-4.67158699
-3.588744894,-3.586553097
-4.821230381,-4.831616402
-5.628030612,-5.627560616
-4.771792198,-4.778141499
-4.769286272,-4.768682003
-4.447382311,-4.448545456
-5.087704858,-5.106271267
-4.656578791,-4.668470383
-5.41063849,-5.40585947
-4.132002807,-4.13201189
-3.770233111,-3.777803898
-4.676578259,-4.67311573
-4.61905144,-4.622208118
-5.211015925,-5.225309849
-5.343526877,-5.343594074
-4.795266045,-4.793048382
-4.741232607,-4.739778996
-4.605970135,-4.613755703
-4.709320957,-4.712288857
-4.951327591,-4.951247215
-4.530640692,-4.532316685
-4.652492242,-4.656404018
-4.723337755,-4.713911533
-4.71579627,-4.725729465
-4.59722696,-4.610172272
-4.404734216,-4.412324429
-4.638138272,-4.638944626
-4.671539595,-4.667682171
-4.542684162,-4.544960499
-4.696746472,-4.696412563
-4.678532329,-4.680354595
-4.161964636,-4.165039063
-5.378107534,-5.371607304
-4.605820454,-4.605358124
-5.032021337,-5.032782078
-4.479295494,-4.485568047
-4.60484093,-4.612425804
-5.714571761,-5.718595982
-4.59600677,-4.603802681
-5.010788743,-5.018764973
-4.560884351,-4.574031353
-5.323143599,-5.327440739
-4.14769621,-4.155308723
