dft,model
-4.830428756,-4.833948612
-5.831348042,-5.830715656
-5.408906481,-5.405834675
-4.636146908,-4.637926579
-4.792888918,-4.792778492
-4.543441617,-4.543211937
-5.68886831,-5.684167385
-4.735285106,-4.728806973
-4.386716472,-4.390224934
-5.741483561,-5.743247986
-4.026972848,-4.026144981
-4.783200863,-4.781207085
-4.671248912,-4.667146683
-4.743124486,-4.740383148
-4.982894926,-4.97761631
-5.69809181,-5.695064068
-4.671983694,-4.678193569
-4.690125347,-4.684547424
-4.785169373,-4.786454678
-4.60731073,-4.614811897
-4.614444844,-4.617872715
-4.743679119,-4.740912914
-4.931445575,-4.937915802
-5.609302945,-5.605663776
-4.749206154,-4.74808836
-4.79381173,-4.793216228
-4.187945936,-4.197624683
-4.704930274,-4.717020988
-4.757095496,-4.756540775
-4.508971149,-4.515030861
-4.78788635,-4.788459778
-5.028515721,-5.022999763
-4.382396432,-4.382121563
-4.692856929,-4.695221424
-5.051041693,-5.045147419
-4.677993768,-4.676205635
-4.697137296,-4.703108311
-4.517402823,-4.519919872
-4.610089938,-4.618562222
-3.861382346,-3.859836578
-4.680830847,-4.691801071
-4.357792187,-4.365596294
-4.542010262,-4.543458462
-4.69590325,-4.704255581
-4.943803152,-4.951588154
-4.859245913,-4.859403133
-4.399121411,-4.4064641
-4.642339328,-4.650749207
-4.605637438,-4.611746311
-4.651691228,-4.6511693
-4.767950002,-4.767379284
-4.758697726,-4.757046223
-4.933468104,-4.928595066
-3.47637541,-3.471999168
-4.611378569,-4.603094101
-4.777930175,-4.775661945
-4.629578106,-4.622587681
-4.980128538,-4.974132061
-4.603660478,-4.610396862
-4.4630096,-4.471128464
-5.289736729,-5.288249969
-4.603858094,-4.612662792
-4.773054548,-4.770109653
-4.235802396,-4.233385563
-4.619355058,-4.617763519
-5.006529014,-5.008881569
-4.408801962,-4.415912628
-4.978607678,-4.985587597
-4.787494317,-4.787495613
-5.344088951,-5.341549397
-4.806236746,-4.810050488
-4.653889788,-4.65676403
-4.621065687,-4.62337923
-3.41973039,-3.422343254
-4.618931879,-4.620040417
-3.855051197,-3.854436874
-4.751695665,-4.750936508
-6.04509845,-6.046111107
-4.214564173,-4.212726116
-4.691895582,-4.695602894
-3.885836759,-3.887734413
-4.474785046,-4.475671291
-5.064163815,-5.050432682
-4.770679649,-4.775732994
-5.213737532,-5.215444088
-3.547112888,-3.549318314
-3.794682115,-3.793690205
-4.921691859,-4.919584751
-4.947620162,-4.955860615
-4.070602086,-4.079005241
-4.659901545,-4.661886215
-4.552042031,-4.565758705
-4.98154802,-4.980288506
-5.486244424,-5.483242035
-5.132186059,-5.132485867
-4.92259589,-4.919532776
-4.756208043,-4.754475117
-4.802189512,-4.805900097
-4.23558963,-4.236124039
-4.776452679,-4.77660799
-4.781243882,-4.781731606
-4.612727045,-4.61793232
-3.857735658,-3.857780933
-4.312814857,-4.315463543
-4.494133685,-4.499207973
-4.450880159,-4.452294827
-4.69532931,-4.691776752
-4.808789145,-4.812371731
-5.15235353,-5.153261185
-4.663162087,-4.66366148
-5.13770873,-5.139130592
-4.915976391,-4.92154789
-4.150501707,-4.156055927
-4.205410612,-4.212508678
-4.686912076,-4.685784817
-4.984083644,-4.983410358
-4.764301991,-4.763320446
-5.142602358,-5.14422369
-4.668306295,-4.667039394
-4.848664735,-4.850640774
-4.613643798,-4.626825333
-5.05404012,-5.056255817
-4.365329066,-4.367433071
-4.806428033,-4.813415527
-4.620311466,-4.623850346
-4.748058885,-4.747567177
-5.715562393,-5.701925755
-4.517879458,-4.524814129
-4.575233474,-4.580403805
-4.709153862,-4.729903698
-4.63616263,-4.638894558
-4.750376338,-4.748840809
-4.576641561,-4.585457325
-3.86029612,-3.863599777
-4.641205786,-4.639465332
-4.341581148,-4.345310211
-3.900966984,-3.899658918
-5.017825112,-5.022149563
-5.68560552,-5.671243191
-4.0208931,-4.020244122
-4.585009492,-4.584873676
-4.667495702,-4.670539379
-4.229647197,-4.22815752
-4.919975565,-4.925788403
-4.675576281,-4.670835018
-4.290637655,-4.295135021
-4.963520044,-4.961175442
-4.595999271,-4.605876446
-4.851131682,-4.857980251
-4.630493585,-4.634225368
-5.124393708,-5.117303848
-4.257849596,-4.260496616
-5.148230338,-5.149281979
-4.75865654,-4.767212868
-4.572852035,-4.574139595
-4.947046536,-4.945683002
-4.777108241,-4.774477482
-3.656909078,-3.655930519
-4.587546217,-4.591759205
-4.764460445,-4.764122486
-4.99917039,-5.008170128
-4.795415966,-4.802026272
-4.258951754,-4.26515913
-4.489918002,-4.497064114
-4.765609834,-4.767624378
-4.708408764,-4.702476025
-5.0489705,-5.048313618
-4.421174449,-4.421695232
-4.458990544,-4.454974651
-4.683786428,-4.682044506
-4.605116982,-4.607241154
-4.76326235,-4.761786938
-4.277935239,-4.277206421
-5.677714266,-5.67276144
-4.712502809,-4.710134029
-4.665072452,-4.66476202
-4.771996468,-4.771990299
-4.787975708,-4.788389683
-3.883987265,-3.88391161
-4.702238969,-4.710456848
-4.672098316,-4.66947031
-3.851298786,-3.852778912
-4.384821113,-4.383799076
-5.435169177,-5.438900471
-4.527113743,-4.539789677
-4.419062264,-4.425602436
-4.352193629,-4.360865593
-4.606945034,-4.613389492
-4.66173447,-4.669439793
-4.734670936,-4.739827633
-4.459568608,-4.465248108
-3.794754727,-3.798757553
-4.734996393,-4.741585255
-5.145282703,-5.154006004
-4.611673396,-4.612756729
-5.248794534,-5.250698566
-4.127718985,-4.134054184
-4.778957764,-4.778311729
-6.017584096,-6.010951519
-4.772542726,-4.768723488
-3.636052145,-3.635417461
-4.761266232,-4.760841846
-4.645027772,-4.646130085
-4.684342718,-4.679371357
-4.251294202,-4.252506733
-4.904654152,-4.915502548
-4.6147326,-4.623645306
-4.290590596,-4.29487896
-3.336809039,-3.336899996
-4.20821891,-4.211313725
-4.744467833,-4.742846966
-4.563315286,-4.569896221
-4.724590917,-4.715340614
-4.539005068,-4.540167332
-5.005296409,-4.997831821
-4.982937006,-4.992767811
-4.242241486,-4.245220661
-4.765152699,-4.763486385
-4.092824594,-4.095977783
-4.709218514,-4.710741997
-4.78218608,-4.781244278
-3.186039129,-3.190525055
-4.63461587,-4.637674809
-4.769727537,-4.768326283
-4.122925629,-4.124716759
-4.625894391,-4.620437145
-4.753015148,-4.751574993
-4.960861881,-4.963897228
-4.667380358,-4.678937912
-4.767730212,-4.767309666
-4.906254936,-4.915890217
-4.667580849,-4.66782999
-4.401358825,-4.410281658
-5.718965048,-5.705774307
-4.532008278,-4.533792019
-5.742278176,-5.720869541
-4.604390023,-4.611226559
-4.526034223,-4.526481152
-4.624047678,-4.621458054
-4.606713503,-4.615002632
-4.608175191,-4.618095875
-4.753230961,-4.758712769
-4.791015243,-4.791986942
-4.767207972,-4.765799999
-4.75570554,-4.754986763
-4.843340857,-4.84920454
-5.963841652,-5.95503521
-4.585043695,-4.586952209
-4.486231716,-4.500476837
-5.005189336,-5.005308628
-4.782306456,-4.783053875
-4.503151695,-4.512497425
-5.218890698,-5.224353313
-4.05087593,-4.050510883
-4.896842462,-4.909803391
-5.015982619,-5.01725626
-4.849901258,-4.853821278
-4.343313256,-4.344554424
-5.081842743,-5.082242489
-4.781814547,-4.783092022
-4.586973361,-4.592580318
-4.337045954,-4.336062908
-4.626505244,-4.625843048
-3.45931984,-3.459480047
-4.80606176,-4.808903694
-4.405209226,-4.411537647
-4.380641925,-4.377390385
-4.437933218,-4.440620422
-4.673491431,-4.670509815
-4.614903563,-4.620690823
-4.606980932,-4.61709404
-4.7757777,-4.775336742
-4.78420951,-4.784074783
-5.121738584,-5.128052235
-4.792961938,-4.794605732
-4.66207274,-4.669911861
-4.630050938,-4.632406712
-5.008962895,-5.011306286
-4.758772347,-4.759595394
-4.507592591,-4.513720512
-4.789174914,-4.799443722
-5.153024316,-5.152346134
-4.61521514,-4.61891222
-4.704847772,-4.705373287
-4.708563752,-4.714300156
-4.569964179,-4.57177496
-4.938031445,-4.937656879
-3.499283583,-3.501235962
-4.10908208,-4.107365608
-5.164206931,-5.158243179
-4.775760224,-4.778787136
-4.516875495,-4.533810616
-4.268675583,-4.269213676
-4.76137262,-4.760896206
-4.748974958,-4.75397253
-5.429062606,-5.423171997
-5.201800742,-5.201349735
-4.785110601,-4.78568697
-4.132085829,-4.136581898
-5.092856813,-5.090737343
-4.78195786,-4.781023026
-4.543071404,-4.55417347
-4.994558645,-4.991875172
-3.930545176,-3.93563962
-4.511378144,-4.526161671
-3.900375447,-3.904177666
-3.785951874,-3.790863514
-4.659705441,-4.659728527
-4.775765503,-4.776106358
-4.320714472,-4.325289249
-3.640083923,-3.643667459
-4.772307239,-4.770469666
-4.678008162,-4.677866936
-4.67620447,-4.669363976
-4.388821654,-4.394295216
-4.294960282,-4.298884869
-4.827080025,-4.838616848
-4.724762734,-4.731406689
-4.769324086,-4.7688241
-3.967226061,-3.967618227
-4.76140073,-4.762240887
-4.768711633,-4.768496037
-5.984270931,-5.977916241
-4.96499605,-4.964093685
-3.76179976,-3.764218807
-5.333756025,-5.332593441
-4.834646352,-4.836605549
-4.701132944,-4.700333118
-4.788989518,-4.787463665
-4.801660205,-4.801441193
-4.272089448,-4.279123306
-4.78432595,-4.783466816
-4.620864099,-4.625400066
-4.988702702,-4.98774004
-3.435412353,-3.436484098
-4.510054487,-4.525177002
-5.148380053,-5.149817944
-5.777964068,-5.78546381
-5.066078871,-5.051951408
-5.140538682,-5.141985416
-4.034930894,-4.032316685
-4.735555466,-4.734695911
-4.584994551,-4.592072964
-4.685131437,-4.683306217
-4.382341859,-4.385699749
-4.871881424,-4.875591755
-5.691042552,-5.688529491
-4.790922688,-4.791545391
-4.922371126,-4.931040287
-5.456688777,-5.456890583
-4.807436983,-4.815217972
-3.621222353,-3.627568722
-4.664455181,-4.667482853
-4.792155516,-4.790186882
-4.600211263,-4.613575459
-4.782991454,-4.781557083
-4.562667311,-4.570845604
-4.912718879,-4.910735607
-3.830136961,-3.824568033
-4.232747288,-4.230102539
-4.565460114,-4.570939541
-4.627977861,-4.627984524
-4.784886375,-4.784224987
-4.744513275,-4.733868122
-5.122763727,-5.122045994
-4.650275365,-4.649542332
-4.413518082,-4.415248394
-4.605991236,-4.610728741
-4.760595892,-4.756121159
-5.052870403,-5.054685116
-4.6046761,-4.608188152
-4.77384532,-4.77407074
-4.759103852,-4.759446144
-4.793553505,-4.793273926
-4.492060991,-4.4890728
-4.539791779,-4.543682575
-4.270947951,-4.287254333
-3.469276913,-3.471513748
-4.172142229,-4.178358555
-4.773415114,-4.772782803
-4.542515784,-4.547629356
-4.62069915,-4.621451855
-4.56089711,-4.563309193
-4.567486255,-4.577393532
-4.77892366,-4.778003693
-4.673542911,-4.672324657
-4.761299792,-4.764796257
-4.612536143,-4.614126682
-4.744304227,-4.741272926
-4.553449833,-4.554355145
-4.949635358,-4.943594933
-5.019970144,-5.02235651
-4.549766281,-4.564287663
-4.654221391,-4.660665989
-4.964273075,-4.962765217
-4.253946798,-4.257642269
-5.156521401,-5.156177998
-4.767963686,-4.766832829
-5.059284396,-5.058798313
-5.680052192,-5.674084187
-4.715913559,-4.719832897
-4.209329973,-4.218637943
-4.535680127,-4.550828934
-5.401929892,-5.40650177
-5.338546582,-5.334958076
-5.153252658,-5.152806759
-4.532782222,-4.551518917
-4.792315083,-4.793423176
-4.82323089,-4.823078156
-4.909428936,-4.914069653
-4.658233998,-4.661700249
-4.3422179,-4.348070621
-4.783531318,-4.783023834
-4.643459396,-4.645830154
-5.739700145,-5.734404564
-4.770800739,-4.777966976
-4.775898998,-4.775701046
-4.808566091,-4.80874157
-5.679235027,-5.675326824
-3.619499341,-3.622500896
-4.890513952,-4.906795979
-4.516645132,-4.518623352
-4.637663326,-4.641035557
-4.618223646,-4.625730991
-4.599211932,-4.604186058
-4.790007893,-4.790432453
-4.786617976,-4.786609173
-4.605972909,-4.611970425
-4.620049641,-4.62996912
-4.742073672,-4.735137463
-4.57846587,-4.587747097
-4.617915158,-4.62385416
-5.753674599,-5.749519348
-4.758999198,-4.759037018
-4.723624752,-4.724830151
-4.162095534,-4.171288013
-4.884201368,-4.89013052
-4.53617732,-4.537565231
-4.573782521,-4.58082056
-4.745542721,-4.752101421
-4.443342432,-4.446843624
-4.245138821,-4.24262476
-5.15569616,-5.155989647
-3.795687671,-3.799478769
-4.784232957,-4.784512997
-4.38019339,-4.383093357
-4.788810111,-4.789663792
-4.848922294,-4.849636078
-4.762045665,-4.763288021
-4.782789973,-4.781490803
-5.102433364,-5.101147175
-5.170221167,-5.171280384
-4.736492849,-4.739264965
-4.584216226,-4.585723877
-3.714941859,-3.719450474
-5.074301911,-5.07648325
-5.011309722,-5.005860806
-4.650277912,-4.6544137
-4.759161173,-4.748211384
-4.943261943,-4.94662714
-4.587853621,-4.592402458
-3.928505113,-3.934174538
-5.058196782,-5.082709789
-4.791433981,-4.795332432
-5.094356616,-5.07702589
-3.925948277,-3.934936523
-5.224133259,-5.221482754
-4.256792195,-4.252914906
-5.532012212,-5.529610157
-4.356660247,-4.36076498
-4.671837618,-4.668819904
-5.178745737,-5.175479412
-4.095893555,-4.09548378
-4.61002784,-4.609826565
-5.006190982,-5.012380123
-5.604155242,-5.605060101
-4.59955518,-4.601872444
-3.603281222,-3.609058142
-5.029472046,-5.026168346
-4.671688881,-4.672103882
-4.608637056,-4.610133648
-4.518356023,-4.520984173
-4.160874665,-4.163958073
-3.379116396,-3.381007433
-4.423188817,-4.415198803
-4.774256507,-4.773868084
-4.722428565,-4.730495453
-5.000437378,-5.006434917
-4.511173446,-4.506517887
-5.547492794,-5.542881489
-4.781754582,-4.781750679
-4.618909748,-4.624553204
-4.152108468,-4.153027058
-3.345778473,-3.347243547
-4.75579445,-4.755575657
-4.283196364,-4.285236359
-5.856718672,-5.850641727
-4.7067097,-4.71295166
-4.788049832,-4.787119389
-4.497720233,-4.50365448
-4.743789522,-4.741791248
-4.598677824,-4.601677895
-4.794975683,-4.795489788
-5.736115338,-5.727742195
-5.020087002,-5.024350643
-4.708955639,-4.705375195
-4.778520122,-4.780498028
-4.664808924,-4.669056416
-4.607251987,-4.618888378
-5.603946468,-5.597238064
-3.890138743,-3.887770176
-4.606909,-4.614994526
-4.568741566,-4.578413486
-4.642833793,-4.645924091
-4.972295585,-4.974828243
-4.787036453,-4.785243511
-4.292684443,-4.303307056
-4.970514583,-4.970113277
-5.080542032,-5.082612514
-4.755205021,-4.742640018
-4.619047482,-4.617384911
-4.786039184,-4.784853458
-4.771739253,-4.770382881
-4.771348523,-4.772186756
-4.529835792,-4.524060249
-3.648569711,-3.647897243
-4.760530986,-4.760207653
-5.071753295,-5.085981369
-4.613897231,-4.611061573
-4.626139642,-4.629928112
-4.613045249,-4.625873089
-4.849986368,-4.848701
-4.487163137,-4.483790874
-4.733883462,-4.738041401
-3.936492348,-3.93546629
-4.248509306,-4.248485088
-4.598667341,-4.602216244
-5.027450234,-5.030299664
-4.847700362,-4.856027126
-5.680701239,-5.678914547
-4.751096947,-4.750492573
-4.670111698,-4.672935963
-4.643693345,-4.640111923
-4.753699628,-4.752631187
-3.665601968,-3.670418262
-3.8639905,-3.86549902
-4.539929825,-4.558969498
-4.430019355,-4.425234795
-4.284113996,-4.273186207
-4.926683003,-4.932399273
-4.780894819,-4.779895306
-4.502566284,-4.500367641
-4.600059715,-4.605836391
-4.585369096,-4.58288765
-4.763023723,-4.764256954
-4.668006681,-4.669331074
-4.712913805,-4.721034527
-4.398195953,-4.403356552
-4.782844367,-4.786119461
-4.370646528,-4.374195576
-4.34933035,-4.350627422
-5.29208106,-5.293318272
-4.302845641,-4.310371876
-4.766405453,-4.766737461
-3.553775922,-3.55642128
-5.478836722,-5.474911213
-4.599943856,-4.604055405
-4.792361013,-4.791628361
-4.765048002,-4.763688564
-4.459730085,-4.453850269
-4.673338828,-4.681209087
-4.659967324,-4.662708759
-4.567445455,-4.577120304
-4.531036195,-4.53831768
-4.705429158,-4.714304447
-4.97419188,-4.982449055
-4.055516881,-4.054627895
-4.560610141,-4.56964159
-4.786019333,-4.786156654
-4.629301196,-4.632515907
-4.521822593,-4.535326481
-4.361866919,-4.363255024
-4.776318187,-4.775830746
-4.665693051,-4.669260502
-4.125286319,-4.132386208
-4.336855879,-4.340060234
-4.519373598,-4.52420187
-5.1464128,-5.148527622
-4.875087174,-4.885877132
-4.775512453,-4.774308681
-4.243525875,-4.23747015
-4.355230696,-4.350806713
-4.717939552,-4.722669125
-4.654333824,-4.66244936
-4.764991476,-4.765907764
-4.767468848,-4.766966343
-4.388068096,-4.395072937
-3.775881006,-3.782608032
-4.589810726,-4.591867924
-4.393484479,-4.402344227
-3.707821473,-3.709996462
-4.40711525,-4.417162418
-4.76784854,-4.766453743
-5.078788554,-5.071423054
-5.309619456,-5.297009945
-4.522148051,-4.546840191
-3.865245689,-3.863422155
-4.791277811,-4.791267395
-5.513792318,-5.517155647
-5.673258844,-5.671047688
-4.347494223,-4.350427151
-5.360153377,-5.353406429
-4.045891035,-4.046462536
-5.259333148,-5.271337032
-4.567579758,-4.581953526
-4.424239672,-4.431492805
-4.643387868,-4.65050745
-4.95741426,-4.955852032
-5.01292567,-5.01168251
-4.599233011,-4.599365711
-4.803965204,-4.807411194
-4.590538361,-4.584903717
-4.492763424,-4.493131638
-4.747630864,-4.747254848
-5.1051632,-5.111099243
-4.775235134,-4.77489996
-5.026436288,-5.034108639
-5.019270083,-5.026726246
-4.116942395,-4.121667862
-5.300204677,-5.295878887
-4.590486922,-4.588354588
-4.581249255,-4.599670887
-5.12827754,-5.124471188
-4.602851324,-4.607713223
-4.71799041,-4.713917255
-4.674968091,-4.670629501
-4.782329189,-4.783259392
-5.871934189,-5.860625744
-5.075441957,-5.09475565
-5.662702812,-5.665624142
-4.709984076,-4.704020977
-3.594635676,-3.593357086
-4.762971469,-4.762845516
-4.604790765,-4.613106251
-5.096382754,-5.097203732
-5.738486384,-5.738088131
-4.309853777,-4.311165333
-5.705059447,-5.696609974
-4.270742394,-4.270447254
-4.450856607,-4.44669199
-4.891196983,-4.896872997
-4.60731073,-4.614811897
-4.73085943,-4.729867458
-4.44048814,-4.443150043
-5.17569191,-5.180669308
-4.339898996,-4.338226795
-4.601436295,-4.611122608
-4.261098946,-4.26159668
-4.613574935,-4.618373871
-4.504750499,-4.511172771
-4.67877867,-4.674217224
-4.93531869,-4.943184376
-4.845892119,-4.851977348
-4.761488442,-4.748087406
-4.992871307,-4.990505695
-5.157962318,-5.156850338
-4.826937092,-4.833899498
-4.248533892,-4.248186588
-4.927307544,-4.925054073
-5.521148244,-5.518650532
-4.779677697,-4.782265663
-4.785767271,-4.789017677
-4.6304238,-4.631641865
-4.305148715,-4.308029652
-4.976202107,-4.977333546
-4.948822557,-4.957555294
-4.719512009,-4.723165512
-3.89711246,-3.898895741
-4.67365894,-4.67331934
-4.993951816,-4.989076138
-4.104025298,-4.108564854
-4.798167958,-4.796498775
-4.670500479,-4.666349888
-4.339062052,-4.347706318
-4.479420489,-4.480821133
-3.901358663,-3.90602994
-4.598711098,-4.604670048
-5.010875486,-5.012162209
-4.578075317,-4.585134029
-4.181302252,-4.182655811
-4.871607553,-4.87671566
-4.744731985,-4.742199898
-5.033225663,-5.02698946
-4.707271798,-4.710380077
-5.910328838,-5.90583086
-4.794076955,-4.79693079
-5.08804687,-5.094664574
-5.040704343,-5.04417181
-5.263088357,-5.261503696
-3.95126947,-3.954994202
-4.762535926,-4.761080265
-5.252728131,-5.247842312
-4.75998567,-4.759344578
-4.765208442,-4.763304234
-4.574057731,-4.585939884
-4.682257929,-4.683801651
-4.612926338,-4.620562077
-4.377006068,-4.384761333
-4.667808016,-4.66755724
-4.698035182,-4.697741032
-4.216969471,-4.220814228
-3.86211897,-3.866732597
-4.59808143,-4.60712862
-4.579338415,-4.577937603
-5.102652005,-5.115607738
-5.856725624,-5.852180004
-4.853847515,-4.854662895
-4.768607419,-4.767695427
-4.245644862,-4.25621748
-3.940035936,-3.944543362
-4.430416158,-4.433839321
-5.662929349,-5.667664051
-3.459031918,-3.459772587
-4.683765184,-4.677075863
-5.073041512,-5.057530403
-4.577463165,-4.582838535
-4.793708722,-4.795410633
-3.59581132,-3.594464302
-5.05805869,-5.069104195
-4.585097546,-4.593497753
-5.35906296,-5.355260372
-4.201785992,-4.209387779
-3.965415754,-3.973129272
-4.878293825,-4.882186413
-4.363316251,-4.366671085
-4.527995361,-4.532757759
-4.122692861,-4.125417233
-4.807912996,-4.808382988
-4.677570814,-4.677159786
-4.653597257,-4.649672508
-4.665276666,-4.659335613
-4.830715407,-4.828099251
-4.401014421,-4.41151762
-4.757891503,-4.758658886
-4.709700654,-4.725356579
-4.627557831,-4.632989407
-4.05811533,-4.062077045
-4.983247335,-4.988679409
-4.775616357,-4.777665138
-5.964546806,-5.967955589
-4.786882695,-4.78648901
-4.620254459,-4.618824005
-3.717981809,-3.717959404
-3.590476468,-3.587539434
-5.655094388,-5.663358212
-4.2207919,-4.222778797
-4.618136576,-4.614068508
-4.891928277,-4.897941113
-4.789739619,-4.787849903
-5.135938073,-5.139591694
-5.11870706,-5.126121998
-4.743850044,-4.74553299
-4.642659664,-4.649359226
-5.077926136,-5.09490633
-3.843280413,-3.845146179
-3.886722468,-3.886723757
-5.073184298,-5.061852932
-5.006323649,-5.002594948
-4.684029005,-4.675751209
-4.827153695,-4.829318047
-4.590929866,-4.597239017
-4.66476553,-4.667782784
-4.754968008,-4.75423193
-4.226540866,-4.224424839
-4.280925463,-4.28281641
-5.379691597,-5.378518581
-5.681330507,-5.681121826
-4.776706491,-4.777399063
-4.547998761,-4.54821825
-4.792605643,-4.793721676
-4.279287561,-4.27291441
-4.638649636,-4.639555931
-4.170945693,-4.174271107
-4.085304757,-4.091645241
-4.890549207,-4.89896059
-5.439571042,-5.434090137
-4.831711422,-4.830585003
-5.832733008,-5.840052128
-3.873577196,-3.869843483
-4.619259833,-4.620001793
-5.144892584,-5.147467613
-5.319080338,-5.325713158
-4.965625423,-4.966763973
-5.830332574,-5.824551105
-4.823828588,-4.824186802
-5.297796755,-5.295654774
-5.641532789,-5.643260479
-4.68165797,-4.675685883
-4.603624813,-4.604518414
-4.761403988,-4.760216713
-4.680989452,-4.683750629
-4.780147311,-4.779022694
-4.926408746,-4.924767971
-4.784490918,-4.785298824
-4.817970807,-4.826813221
-4.550603759,-4.546003342
-5.205210967,-5.210128307
-5.831741581,-5.84064579
-4.548501043,-4.547696114
-4.763846835,-4.764536381
-4.691622358,-4.69144249
-4.8079591,-4.807415009
-5.071564328,-5.093218803
-4.543003779,-4.557968616
-4.516771271,-4.518454075
-5.294485414,-5.294064522
-4.589727476,-4.602488995
-4.671286489,-4.661860943
-4.64908725,-4.656544209
-5.392179853,-5.389247417
-4.789066926,-4.787639141
-4.76507977,-4.774769306
-4.931338305,-4.935323238
-4.401227205,-4.399574757
-4.317679339,-4.305766582
-5.56720042,-5.564603329
-5.569478458,-5.567276478
-4.757914141,-4.758063793
-4.630654297,-4.635047436
-4.187080283,-4.197099209
-4.676901144,-4.669141293
-5.4984385,-5.497630596
-3.825414703,-3.825460911
-4.922572656,-4.930020332
-5.009868347,-5.004979134
-4.785803272,-4.79143095
-5.013001878,-5.016964436
-4.550375783,-4.56130743
-5.161675313,-5.160589695
-5.132253306,-5.139043331
-5.754698683,-5.751843452
-5.472159237,-5.46851778
-4.495203299,-4.495123863
-4.790372057,-4.791531086
-4.764817954,-4.765812397
-5.135180513,-5.135398865
-4.936940745,-4.946732998
-4.408841853,-4.419509888
-4.650490542,-4.651257992
-4.766751082,-4.765444279
-4.30979265,-4.317553997
-4.955691259,-4.958713055
-4.665637697,-4.664826393
-5.034584819,-5.034822941
-5.221165136,-5.220307827
-4.690494844,-4.695613384
-5.015365798,-5.006766796
-3.431455042,-3.435704947
-5.678113919,-5.681375027
-4.578860679,-4.586778164
-4.700429025,-4.707326412
-4.879790779,-4.88109684
-4.30939198,-4.31834507
-4.694214967,-4.700929642
-5.134770303,-5.141417027
-4.672950483,-4.663022995
-3.656674061,-3.659348965
-4.797976016,-4.79627943
-4.962992277,-4.965105534
-4.442151308,-4.447601795
-4.771506566,-4.771557331
-4.953580185,-4.963869572
-4.887539244,-4.889625072
-4.673570603,-4.672679901
-4.605133605,-4.613587856
-4.781888552,-4.782644749
-4.974393253,-4.975102901
-4.648600856,-4.649038792
-4.664671238,-4.666288376
-5.149627744,-5.165071011
-4.454921982,-4.45549345
-4.86796742,-4.868691444
-4.420851274,-4.416730404
-4.076296804,-4.075953007
-4.369146595,-4.37104845
-5.196962377,-5.194250584
-4.569822722,-4.582211018
-4.577163446,-4.585188389
-4.470498615,-4.460416317
-4.449945916,-4.450467587
-4.060923979,-4.065054893
-4.770931446,-4.771033764
-4.566984169,-4.564926147
-4.939310842,-4.94459486
-5.093986813,-5.106517315
-4.421638361,-4.42399168
-5.055074028,-5.052598476
-3.859977343,-3.858157158
-4.524233703,-4.528571606
-5.276642714,-5.280018806
-4.681738098,-4.68988657
-4.554998463,-4.578933716
-4.495094683,-4.494048595
-4.385399442,-4.398879051
-4.595144321,-4.601026058
-4.432495535,-4.435500622
-4.768791154,-4.767212391
-4.267049393,-4.269721031
-4.650517263,-4.654057026
-5.410733909,-5.406299114
-4.768389104,-4.767688274
-4.783187867,-4.783341408
-4.669559483,-4.669839382
-4.618378653,-4.619720936
-5.8298877,-5.827785492
-4.582728598,-4.593839645
-4.536273859,-4.551273823
-5.516587246,-5.522051334
-3.572704427,-3.576627254
-4.919498312,-4.928338528
-4.314800213,-4.316512585
-4.761843681,-4.760388851
-4.340689485,-4.338784695
-4.713804057,-4.715973377
-5.847642472,-5.844882011
-4.766368113,-4.765527248
-4.869000226,-4.873574734
-5.018024302,-5.016283989
-4.646680528,-4.649905205
-4.699382185,-4.695232868
-5.678251582,-5.672148228
-5.727563239,-5.740643024
-4.624643646,-4.626130581
-4.85901808,-4.861865997
-4.766727793,-4.765342236
-3.64847563,-3.648844481
-3.861591,-3.866359234
-4.331028824,-4.332923889
-4.699020831,-4.698049068
-4.456892549,-4.459711075
-4.963836546,-4.965135574
-4.770951495,-4.764683247
-4.76456273,-4.754907131
-4.667265441,-4.66773653
-4.816301162,-4.82013464
-5.351625048,-5.34839201
-4.116223428,-4.118270397
-4.10810684,-4.113772392
-4.669835167,-4.671096325
-4.536685499,-4.54604435
-4.765003097,-4.765154839
-5.496023616,-5.501645565
-4.618716119,-4.623196125
-4.911584741,-4.910446644
-5.044827244,-5.048184395
-4.843927287,-4.855493069
-4.188786653,-4.189304829
-4.53718566,-4.532467365
-4.650552124,-4.658029079
-4.91034722,-4.919243336
-4.712212723,-4.710437298
-4.264027634,-4.271903515
-4.772960446,-4.772239685
-4.595401646,-4.604399681
-4.448418135,-4.454799175
-4.774340763,-4.777524471
-4.510642318,-4.510671616
-4.25930975,-4.257511616
-5.372353863,-5.369635105
-4.666775867,-4.667871952
-4.412123652,-4.423633099
-4.493740084,-4.49950552
-5.348912869,-5.346451283
-4.608259689,-4.609221935
-5.116123214,-5.131138802
-5.587840679,-5.586586475
-4.969653154,-4.972488403
-4.574093977,-4.57778883
-4.772943526,-4.772493839
-4.757801882,-4.757047176
-5.353115314,-5.355483532
-4.799025946,-4.802316189
-4.33116323,-4.331631184
-5.457595618,-5.461461544
-3.678107957,-3.679378033
-5.621887006,-5.620615482
-4.510694011,-4.515719891
-4.681764123,-4.679096699
-4.393321544,-4.397832394
-4.771394946,-4.7719841
-4.751841326,-4.751078129
-4.657988458,-4.66023016
-4.591613394,-4.593067646
-4.788758148,-4.789707661
-4.554602718,-4.55097723
-5.013581569,-5.018536091
-4.665714433,-4.668993473
-4.335581969,-4.338302612
-5.207937783,-5.206021309
