idx,avg
1497,-2.434199184
1498,-2.187359994
1499,-2.052916453
1500,-2.406572501
1501,-2.086140764
1502,-2.162378225
1503,-2.14543408
1504,-2.16480976
1505,-2.473490214
1506,-2.19536939
1507,-2.473662335
1508,-2.214327741
1509,-2.472598493
1510,-2.463483325
1511,-2.416176362
1512,-2.179570377
1513,-2.160294274
1514,-2.47491966
1515,-2.334992899
1516,-2.086789868
1517,-2.508239178
1518,-2.507835386
1519,-2.134573583
1520,-2.197695035
1521,-2.225640927
1522,-2.455702847
1523,-2.495571021
1524,-2.17149918
1525,-2.499399789
1526,-2.216012106
1527,-2.442627861
1528,-2.50383879
1529,-2.234100449
1530,-2.418064129
1531,-2.118644048
1532,-2.102098105
1533,-2.116714559
1534,-2.108493156
1535,-2.166609941
1536,-2.129122624
1537,-2.158004433
1538,-2.148727012
1539,-2.246640594
1540,-2.469529645
1541,-2.186583076
1542,-2.463294686
1543,-2.039363217
1544,-2.022944005
1545,-2.436671681
1546,-2.175364028
1547,-2.132315018
1548,-2.462032077
1549,-2.473883434
1550,-2.237201121
1551,-2.083408241
1552,-2.149489116
1553,-2.474565974
1554,-2.14355419
1555,-2.142191463
1556,-2.421046762
1557,-2.109996567
1558,-2.175551646
1559,-2.472068068
1560,-2.499762325
1561,-2.271324296
1562,-2.483888478
1563,-2.501575093
1564,-2.235550466
1565,-2.484910409
1566,-2.131120699
1567,-2.471655145
1568,-2.458840524
1569,-2.20196295
1570,-2.478376054
1571,-2.599572568
1572,-2.175498434
1573,-2.49833044
1574,-2.498719824
1575,-2.238143247
1576,-2.498513957
1577,-2.211077195
1578,-2.11661181
1579,-2.441435004
1580,-2.175109124
1581,-2.400153539
1582,-2.270331965
1583,-2.423533821
1584,-2.250839337
1585,-2.176208121
1586,-2.520743843
1587,-2.177478437
1588,-2.498733076
1589,-2.059663085
1590,-2.176629464
1591,-2.369888955
1592,-2.113647682
1593,-2.447968957
1594,-2.14215368
1595,-2.462619875
1596,-2.149090359
1597,-2.501862895
1598,-2.248171947
1599,-2.454517945
1600,-2.162275913
1601,-2.289949146
1602,-2.06661486
1603,-2.54136081
1604,-2.151293944
1605,-2.469970942
1606,-2.240350663
1607,-2.473117978
1608,-2.279789672
1609,-2.220315196
1610,-2.286092939
1611,-2.464436367
1612,-2.265742044
1613,-2.254078965
1614,-2.268759641
1615,-2.489574684
1616,-2.233025927
1617,-2.492104644
1618,-2.113980904
1619,-2.451809192
1620,-2.475107286
1621,-2.324089368
1622,-2.522142905
1623,-2.504817709
1624,-2.499538229
1625,-2.493923155
1626,-2.206084003
1627,-2.493514546
1628,-2.185764265
1629,-2.173124458
1630,-2.2136288
1631,-2.508515583
1632,-2.389132182
1633,-2.301366748
1634,-2.291638542
1635,-2.257567466
1636,-2.452349195
1637,-2.19474826
1638,-2.40759375
1639,-2.09427962
1640,-2.467031692
1641,-2.202298773
1642,-2.497992014
1643,-2.215813789
1644,-2.465122037
1645,-2.472492942
1646,-2.192483207
1647,-2.568190202
1648,-2.262558034
1649,-2.165099884
1650,-2.14550579
1651,-2.130188771
1652,-2.071709686
1653,-2.497370294
1654,-2.201742926
1655,-2.121544244
1656,-2.253849125
1657,-2.45475356
1658,-2.517907314
1659,-2.192068175
1660,-2.429648648
1661,-2.256287147
1662,-2.254545183
1663,-2.42622948
1664,-2.259810708
1665,-2.117456213
1666,-2.099810188
1667,-2.142560192
1668,-2.457242578
1669,-2.538543434
1670,-2.495952296
1671,-2.474964342
1672,-2.234251689
1673,-2.489860483
1674,-2.278149536
1675,-2.460970728
1676,-2.443347486
1677,-2.091729833
1678,-2.172755296
1679,-2.337852955
1680,-2.33380357
1681,-2.55527566
1682,-2.511814225
1683,-2.252676549
1684,-2.496343006
1685,-2.474708149
1686,-2.193413647
1687,-2.121667516
1688,-2.181022931
1689,-2.15651344
1690,-2.519471889
1691,-2.225020503
1692,-2.162442635
1693,-2.216583591
1694,-2.173611923
1695,-2.232837385
1696,-2.133164558
1697,-2.467572363
1698,-2.462229325
1699,-2.50180614
1700,-2.501820505
1701,-2.426893752
1702,-2.520208662
1703,-2.19995747
1704,-2.07482952
1705,-2.387248827
1706,-2.096547699
1707,-2.142928162
1708,-2.259193067
1709,-2.266164158
1710,-2.235910462
1711,-2.503029913
1712,-2.508706222
1713,-2.489857879
1714,-2.116163886
1715,-2.06210036
1716,-2.090122979
1717,-2.056412581
1718,-2.459333883
1719,-2.124934664
1720,-2.455625706
1721,-2.486522247
1722,-2.24781676
1723,-2.348389133
1724,-2.523673582
1725,-2.162551252
1726,-2.004950616
1727,-2.052323007
1728,-2.101397032
1729,-2.242351059
1730,-2.240426178
1731,-2.175944375
1732,-2.500087053
1733,-2.511281883
1734,-2.484146242
1735,-2.453402526
1736,-2.102552516
1737,-2.163739353
1738,-2.480111068
1739,-2.461560732
1740,-2.158911215
1741,-2.165868259
1742,-2.433669211
1743,-2.519165572
1744,-2.285604219
1745,-2.266343073
1746,-2.203810392
1747,-2.179142624
1748,-2.454399905
1749,-2.327276655
1750,-2.466848953
1751,-2.247774255
1752,-2.4646607
1753,-2.257137272
1754,-2.226380377
1755,-2.275210801
1756,-2.486397321
1757,-2.323623815
1758,-2.520167003
1759,-2.29860404
1760,-2.50856617
1761,-2.495603561
1762,-2.591250064
1763,-2.154537003
1764,-2.470504809
1765,-2.506561987
1766,-2.523320194
1767,-2.527922974
1768,-2.501239636
1769,-2.215073148
1770,-2.512523467
1771,-2.350903847
1772,-2.08626864
1773,-2.200245244
1774,-2.502181095
1775,-2.383101467
1776,-2.296179702
1777,-2.357354117
1778,-2.18794923
1779,-2.231422599
1780,-2.494715618
1781,-2.555950444
1782,-2.196776125
1783,-2.531571207
1784,-2.145557025
1785,-2.512281887
1786,-2.521414986
1787,-2.503392433
1788,-2.222587539
1789,-2.502251766
1790,-2.563282882
1791,-2.496709181
1792,-2.126882832
1793,-2.086517554
1794,-2.394957617
1795,-2.232963727
1796,-2.495379068
1797,-2.502191265
1798,-2.450623488
1799,-2.502366639
1800,-2.543439549
1801,-2.121606252
1802,-2.435995484
1803,-2.216764158
1804,-2.440752694
1805,-2.180859611
1806,-2.118874577
1807,-2.57063169
1808,-2.424112026
1809,-2.457447009
1810,-2.203571543
1811,-2.149017002
1812,-2.497354901
1813,-2.250757288
1814,-2.457718
1815,-2.448667345
1816,-2.083588099
1817,-2.163719838
1818,-2.181800367
1819,-2.130097809
1820,-2.431019135
1821,-2.14370587
1822,-2.270238773
1823,-2.49124574
1824,-2.474572738
1825,-2.137039521
1826,-2.131789884
1827,-2.44283161
1828,-2.45068503
1829,-2.454814346
1830,-2.132949645
1831,-2.444381238
1832,-2.43682581
1833,-2.262901691
1834,-2.222501331
1835,-2.197991133
1836,-2.159749728
1837,-2.194757742
1838,-2.480444243
1839,-2.184060129
1840,-2.050872288
1841,-1.988418914
1842,-2.182505822
1843,-2.437195232
1844,-2.59359257
1845,-2.453434007
1846,-2.492179495
1847,-2.461744122
1848,-2.505361643
1849,-2.16494677
1850,-2.116616002
1851,-2.006617196
1852,-2.161883571
1853,-2.195008845
1854,-2.245108364
1855,-2.246282641
1856,-2.25321929
1857,-2.245911321
1858,-2.253511686
1859,-2.462164696
1860,-2.184826834
1861,-2.119905814
1862,-2.423162866
1863,-2.462134866
1864,-2.100075111
1865,-2.532722352
1866,-2.50483428
1867,-2.497513037
1868,-2.135153843
1869,-2.468288724
1870,-2.189865876
1871,-2.253560344
1872,-2.224179292
1873,-2.303189394
1874,-2.479447567
1875,-2.538724094
1876,-2.260328894
1877,-2.328348519
1878,-2.255854651
1879,-2.490263899
1880,-2.244678988
1881,-2.474010909
1882,-2.47881388
1883,-2.475558723
1884,-2.189362127
1885,-2.126443475
1886,-2.193935125
1887,-2.427211026
1888,-2.48361511
1889,-2.112828435
1890,-2.470182604
1891,-2.166251838
1892,-2.292603283
1893,-2.630663544
1894,-2.197941671
1895,-2.44680847
1896,-2.13058498
1897,-2.191306329
1898,-2.288877811
1899,-2.13423762
1900,-2.122764657
1901,-2.206669206
1902,-2.235652213
1903,-2.430449524
1904,-2.158991671
1905,-2.114684841
1906,-2.417197223
1907,-2.237898381
1908,-2.511871566
1909,-2.541297051
1910,-2.217369844
1911,-2.494473401
1912,-2.180390777
1913,-2.097270892
1914,-2.442717319
1915,-2.032930398
1916,-2.072420944
1917,-2.166065774
1918,-2.496145826
1919,-2.421488919
1920,-2.479522421
1921,-2.484736055
1922,-2.256759103
1923,-2.156759263
1924,-2.48134655
1925,-2.207636555
1926,-2.038467582
1927,-2.083177551
1928,-2.199472217
1929,-2.491385896
1930,-2.236546994
1931,-2.464619876
1932,-2.198577013
1933,-2.478227095
1934,-2.164703324
1935,-2.122824976
1936,-2.063394976
1937,-2.459452888
1938,-2.482493424
1939,-2.216559154
1940,-2.137270795
1941,-2.157408766
1942,-2.094437596
1943,-2.132831183
1944,-2.21960475
1945,-2.460247765
1946,-2.225458376
1947,-2.429953402
1948,-2.35044507
1949,-2.513922873
1950,-2.57159584
1951,-2.2077829
1952,-2.468389586
1953,-2.041320637
1954,-2.056765142
1955,-2.104508455
1956,-2.100626186
1957,-2.485507497
1958,-2.494486467
1959,-2.250647307
1960,-2.468231431
1961,-2.479008334
1962,-2.458847219
1963,-2.156923008
1964,-2.436979357
1965,-2.22054442
1966,-2.210367001
1967,-2.499477678
1968,-2.295445466
1969,-2.11440941
1970,-2.197115409
1971,-2.218650581
1972,-2.496872953
1973,-2.113651489
1974,-2.148313958
1975,-2.438848268
1976,-2.49057979
1977,-2.511074643
1978,-2.307891708
1979,-2.432759058
1980,-2.136423639
1981,-2.508112553
1982,-2.508908746
1983,-2.177579731
1984,-2.44561123
1985,-2.53893602
1986,-2.163030621
1987,-2.227413941
1988,-2.50057599
1989,-2.212100956
1990,-2.516517363
1991,-2.510347622
1992,-2.225650111
1993,-2.465204688
1994,-2.14496635
1995,-2.07538049
1996,-2.131823388
1997,-2.473544305
1998,-2.415640619
1999,-2.516216319
2000,-2.309373754
