idx,avg
812,-2.152270217
813,-2.202193166
814,-2.10096327
815,-2.475423768
816,-2.254845463
817,-2.487647375
818,-2.474980786
819,-2.153737156
820,-2.437514871
821,-2.420307727
822,-2.146946178
823,-2.442829921
824,-2.400905258
825,-2.185645137
826,-2.121046207
827,-2.512789538
828,-2.20720919
829,-2.43849503
830,-2.210524332
831,-2.418136984
832,-2.150403106
833,-2.171568795
834,-2.175393009
835,-2.090125537
836,-2.184453342
837,-2.49788364
838,-2.19474314
839,-2.059146496
840,-2.210003523
841,-2.195551307
842,-2.397539998
843,-2.00679952
844,-2.522306155
845,-2.566255918
846,-2.064251748
847,-2.114277891
848,-2.464864634
849,-2.439648678
850,-2.061934797
851,-2.481618407
852,-2.196364134
853,-2.180096603
854,-2.180447996
855,-2.440928932
856,-2.208870254
857,-2.114389732
858,-2.141916115
859,-2.198810666
860,-2.202910275
861,-2.121319545
862,-2.447092087
863,-2.428415188
864,-2.146247202
865,-2.576191517
866,-2.089907214
867,-2.465327187
868,-2.256223455
869,-2.188826487
870,-2.503343634
871,-2.159850647
872,-2.223630988
873,-2.168731974
874,-2.584670624
875,-2.110857202
876,-2.184735297
877,-2.194678327
878,-2.471591812
879,-2.449452932
880,-2.054005284
881,-2.048644807
882,-2.452182081
883,-2.435699388
884,-2.055250841
885,-2.025421792
886,-2.396986721
887,-2.206583627
888,-2.485912876
889,-2.13323367
890,-2.067272475
891,-2.09379781
892,-2.295078808
893,-2.145945256
894,-2.135846132
895,-2.201467322
896,-2.146785875
897,-2.516680257
898,-2.473807889
899,-2.065280168
900,-2.052458448
901,-2.179001223
902,-2.469358705
903,-2.184670254
904,-2.478691782
905,-2.503169994
906,-2.160229486
907,-2.149245057
908,-2.049119057
909,-2.189730868
910,-2.46212416
911,-2.315131308
912,-2.518882135
913,-2.278195482
914,-2.167529825
915,-2.496910194
916,-2.470463821
917,-2.420639566
918,-2.018872102
919,-2.424931487
920,-2.166005905
921,-2.095823082
922,-2.476934431
923,-2.48323276
924,-2.49803913
925,-2.126901309
926,-2.154014091
927,-2.329751974
928,-2.47047953
929,-2.257475103
930,-2.079789299
931,-2.223766941
932,-2.197058323
933,-2.34010001
934,-2.521835283
935,-2.164384954
936,-2.194712822
937,-2.493014186
938,-2.223977555
939,-2.520344036
940,-2.455266767
941,-2.447301974
942,-2.106093006
943,-2.449950403
944,-2.498452649
945,-2.538718016
946,-2.521182378
947,-2.376713128
948,-2.481989099
949,-2.337290566
950,-2.501104196
951,-2.226621585
952,-2.229014915
953,-2.159886482
954,-2.197739004
955,-2.228898724
956,-2.481777182
957,-2.675864797
958,-2.49034512
959,-2.280146025
960,-2.152209014
961,-2.140646768
962,-2.504140135
963,-2.453457728
964,-2.126506561
965,-2.429674461
966,-2.189039284
967,-2.205773778
968,-2.270152604
969,-2.081283571
970,-2.232065451
971,-2.476557959
972,-2.530597529
973,-2.51876572
974,-2.24383293
975,-2.054156375
976,-2.056233811
977,-2.449501556
978,-2.037834637
979,-2.122888692
980,-2.087773922
981,-2.202726071
982,-2.150246189
983,-2.306113823
984,-2.505492099
985,-2.446471991
986,-2.177691309
987,-2.046486543
988,-2.163784812
989,-2.43325058
990,-2.037088123
991,-2.119338338
992,-2.131521198
993,-2.496353617
994,-2.2098194
995,-2.07335151
996,-2.404270215
997,-1.984964637
998,-2.580964394
999,-2.160114614
1000,-2.469286642
1001,-2.440830439
1002,-2.06359415
1003,-2.110004591
1004,-2.478699179
1005,-2.246877986
1006,-2.527996242
1007,-2.516117964
1008,-2.504771555
1009,-2.169501959
1010,-2.416180101
1011,-2.176927667
1012,-2.571095539
1013,-2.13557726
1014,-2.520543818
1015,-2.212522913
1016,-2.318184314
1017,-2.505136713
1018,-2.321980908
1019,-2.550558504
1020,-2.236283564
1021,-2.486826077
1022,-2.439582235
1023,-2.145187603
1024,-2.412648507
1025,-2.263120301
1026,-2.437327823
1027,-2.210277408
1028,-2.446327858
1029,-2.144404652
1030,-2.113652123
1031,-2.221864891
1032,-2.128541082
1033,-2.244122171
1034,-2.43808309
1035,-2.262730156
1036,-2.466240329
1037,-2.192516433
1038,-2.103967092
1039,-2.205745199
1040,-2.091166973
1041,-2.509198536
1042,-2.129428984
1043,-2.424291004
1044,-2.163603942
1045,-2.432331698
1046,-2.522419937
1047,-2.203578145
1048,-2.125120655
1049,-2.440353031
1050,-2.46957199
1051,-2.323407664
1052,-2.603949916
1053,-2.24640307
1054,-2.246427167
1055,-2.468290224
1056,-2.275114261
1057,-2.499765327
1058,-2.511524721
1059,-2.254049035
1060,-2.520250969
1061,-2.486429973
1062,-2.199417224
1063,-2.479120578
1064,-2.513197559
1065,-2.508116529
1066,-2.538791816
1067,-2.254751486
1068,-2.519136408
1069,-2.421625099
1070,-2.242559936
1071,-2.345508281
1072,-2.258581965
1073,-2.489449747
1074,-2.382202733
1075,-2.50458022
1076,-2.491978263
1077,-2.222572589
1078,-2.531649961
1079,-2.547624898
1080,-2.50318742
1081,-2.490437152
1082,-2.454016475
1083,-2.197944974
1084,-2.503899563
1085,-2.211887866
1086,-2.171503369
1087,-2.148053449
1088,-2.206972273
1089,-2.489693097
1090,-2.257913709
1091,-2.287897085
1092,-2.117182458
1093,-2.275456875
1094,-2.53033218
1095,-2.507446843
1096,-2.214606265
1097,-2.147967361
1098,-2.475447928
1099,-2.270011336
1100,-2.185704356
1101,-2.143863876
1102,-2.205394138
1103,-2.438682863
1104,-2.065031229
1105,-2.160495024
1106,-2.067562368
1107,-2.43076912
1108,-2.069579342
1109,-2.458463193
1110,-2.233253271
1111,-2.063611781
1112,-2.073762573
1113,-2.149188912
1114,-2.494800628
1115,-2.136682657
1116,-2.463901773
1117,-2.087959741
1118,-2.084021378
1119,-2.069270845
1120,-2.454648686
1121,-2.190235149
1122,-2.213445713
1123,-2.110998125
1124,-2.490652768
1125,-2.498724891
1126,-2.152702926
1127,-2.186686049
1128,-2.480365058
1129,-2.204737818
1130,-2.067124114
1131,-2.451509992
1132,-2.492828481
1133,-2.490599031
1134,-2.165065114
1135,-2.173087089
1136,-2.100531442
1137,-2.485342509
1138,-2.519215308
1139,-2.104120021
1140,-2.180973063
1141,-2.307762321
1142,-2.50961348
1143,-2.543800107
1144,-2.214922364
1145,-2.135833958
1146,-2.150182512
1147,-2.128514163
1148,-2.479502907
1149,-2.246840369
1150,-2.459720623
1151,-2.497139463
1152,-2.266046035
1153,-2.122500303
1154,-2.544553191
1155,-2.113084044
1156,-2.417445282
1157,-2.207168575
1158,-2.084121956
1159,-2.217706858
1160,-2.506313787
1161,-2.18857441
1162,-2.471262456
1163,-2.051309001
1164,-2.0330944
1165,-2.10065604
1166,-2.210018771
1167,-2.48370303
1168,-2.214534568
1169,-2.124282771
1170,-2.464855922
1171,-2.398945506
1172,-2.100325115
1173,-1.959574151
1174,-2.110521135
1175,-2.442185261
1176,-2.480270334
1177,-2.190826578
1178,-2.451758821
1179,-2.428800692
1180,-2.157908957
1181,-2.070106611
1182,-2.168386188
1183,-2.029905126
1184,-2.391446607
1185,-2.164867855
1186,-2.445291851
1187,-2.17848129
1188,-2.459428875
1189,-2.171401673
1190,-2.213678276
1191,-2.451740353
1192,-2.077768391
1193,-2.121110815
1194,-2.430854244
1195,-2.134558054
1196,-2.06772369
1197,-2.178854927
1198,-2.094001999
1199,-2.467344409
1200,-2.136124275
1201,-2.433181587
1202,-2.080258331
1203,-2.125036562
1204,-2.108898381
1205,-2.095886176
1206,-2.012603709
1207,-2.069741164
1208,-2.441284034
1209,-2.472914742
1210,-2.101182008
1211,-2.267985192
1212,-2.47958601
1213,-2.116572603
1214,-2.157830348
1215,-2.414072639
1216,-2.166834279
1217,-2.098052515
1218,-2.274156633
1219,-2.351080352
1220,-2.490333502
1221,-2.513267039
1222,-2.235832727
1223,-2.497554705
1224,-2.474492954
1225,-2.23478443
1226,-2.45162677
1227,-2.236397389
1228,-2.428918169
1229,-2.512636292
1230,-2.71146681
1231,-2.169458721
1232,-2.194936216
1233,-2.156628784
1234,-2.481429155
1235,-2.48055783
1236,-2.478402519
1237,-2.582803408
1238,-2.36174347
1239,-2.525601152
1240,-2.347121317
1241,-2.187291997
1242,-2.465113537
1243,-2.272874551
1244,-2.429869902
1245,-2.261423042
1246,-2.166596164
1247,-2.255416059
1248,-2.453562412
1249,-2.605663113
1250,-2.455616471
1251,-2.076327996
1252,-2.470938687
1253,-2.173085671
1254,-2.505676872
1255,-2.18839454
1256,-2.115224904
1257,-2.099372231
1258,-2.413751682
1259,-2.12444263
1260,-2.027681771
1261,-2.079099804
1262,-2.095741279
1263,-2.162680798
1264,-2.469780612
1265,-2.263768847
1266,-2.466025539
1267,-2.457335487
1268,-2.208644064
1269,-2.125222591
1270,-2.152378369
1271,-2.471881958
1272,-2.157853662
1273,-2.193926995
1274,-2.447100186
1275,-2.246194229
1276,-2.146752059
1277,-2.505169944
1278,-2.093669212
1279,-2.427978267
1280,-2.197575197
1281,-2.145349392
1282,-2.478266308
1283,-2.468096409
1284,-2.21862943
1285,-2.432310514
1286,-2.279620397
1287,-2.422908872
1288,-2.237087414
1289,-2.407977757
1290,-2.160592839
1291,-2.080560903
1292,-2.194613015
1293,-2.477983686
1294,-2.277875123
1295,-2.533715828
1296,-2.253766362
1297,-2.472645912
1298,-2.2590015
1299,-2.103924251
1300,-2.024718009
1301,-2.169288246
1302,-2.116399707
1303,-2.12887222
1304,-2.41616169
1305,-2.107504427
1306,-2.173807417
1307,-2.476812045
1308,-2.479409973
1309,-2.144441205
1310,-2.164875
1311,-2.262457949
1312,-2.48113228
1313,-2.151081315
1314,-2.170815711
1315,-2.188021916
1316,-2.16312268
1317,-2.52871417
1318,-2.248763301
1319,-2.238054168
1320,-2.474802794
1321,-2.483875084
1322,-2.471847541
1323,-2.207617888
1324,-2.462940765
1325,-2.495555312
1326,-2.331048352
1327,-2.471200358
1328,-2.266705153
1329,-2.430359154
1330,-2.45171021
1331,-2.220397323
1332,-2.160246545
1333,-2.144523138
1334,-2.133825795
1335,-2.474884507
1336,-2.467409833
1337,-2.469801843
1338,-2.157141242
1339,-2.131775713
1340,-2.214031492
1341,-2.175957978
1342,-2.098791903
1343,-2.402737909
1344,-2.141557017
1345,-2.084525746
1346,-2.183960839
1347,-2.184564233
1348,-2.218035988
1349,-2.177406506
1350,-2.506204189
1351,-2.18254653
1352,-2.135774623
1353,-2.420833825
1354,-2.413075847
1355,-2.03086063
1356,-2.095578827
1357,-2.458550245
1358,-2.19992486
1359,-2.526199848
1360,-2.520540155
1361,-2.510715733
1362,-2.217496187
1363,-2.116606757
1364,-2.149758645
1365,-2.131727466
1366,-2.105012047
1367,-2.162426425
1368,-2.483259279
1369,-2.495086894
1370,-2.265541979
1371,-2.50390001
1372,-2.20190954
1373,-2.404978759
1374,-2.092307853
1375,-2.463970872
1376,-2.463125512
1377,-2.132083301
1378,-2.151948139
1379,-2.264092563
1380,-2.264180674
1381,-2.489533542
1382,-2.498352205
1383,-2.189365817
1384,-2.053753865
1385,-2.430816581
1386,-2.125498253
1387,-2.188884388
1388,-2.128674757
1389,-2.150913455
1390,-2.46241611
1391,-2.162707086
1392,-2.479451068
1393,-2.083973242
1394,-2.149883035
1395,-2.144932317
1396,-2.431770639
1397,-2.149930653
1398,-2.17635181
1399,-2.451750609
1400,-2.185577226
1401,-2.184876315
1402,-2.443051372
1403,-2.172735068
1404,-2.211641156
1405,-2.440964659
1406,-2.453793762
1407,-2.141460195
1408,-2.409715962
1409,-2.055729905
1410,-2.117049214
1411,-2.047755643
1412,-2.102955264
1413,-2.435401948
1414,-2.099105703
1415,-2.162448619
1416,-2.149841439
1417,-2.070497233
1418,-2.136158489
1419,-2.10766329
1420,-2.404117895
1421,-2.17004562
1422,-2.061872011
1423,-2.046574582
1424,-2.097384675
1425,-2.448467999
1426,-2.057584162
1427,-2.071106783
1428,-2.428637265
1429,-2.430759176
1430,-2.122949455
1431,-2.435246761
1432,-2.042771346
1433,-2.028772929
1434,-2.434648454
1435,-2.140275823
1436,-2.043959638
1437,-2.454295464
1438,-2.221163732
1439,-2.189060509
1440,-2.459821397
1441,-2.210362984
1442,-2.185601159
1443,-2.092704467
1444,-2.068134464
1445,-2.104223754
1446,-2.219200459
1447,-2.156726222
1448,-2.491686596
1449,-2.224627721
1450,-2.447691199
1451,-2.470244579
1452,-2.482394898
1453,-2.182051108
1454,-2.072043107
1455,-2.451535662
1456,-2.447904017
1457,-2.20973181
1458,-2.45124748
1459,-2.169517382
1460,-2.198126346
1461,-2.156313997
1462,-2.509122766
1463,-2.528828718
1464,-2.119247664
1465,-2.084779106
1466,-2.125375417
1467,-2.489160748
1468,-2.274365497
1469,-2.482337589
1470,-2.216128722
1471,-2.458258678
1472,-2.227278454
1473,-2.311932596
1474,-2.437049629
1475,-2.149672814
1476,-2.405813814
1477,-2.184302717
1478,-2.12566789
1479,-2.445499514
1480,-2.583835643
1481,-2.271876323
1482,-2.458893199
1483,-2.144079716
1484,-2.080490726
1485,-2.462605483
1486,-2.144136895
1487,-2.146469969
1488,-2.538816988
1489,-2.05855906
1490,-2.145669767
1491,-2.182094331
1492,-2.48645128
1493,-2.213311407
1494,-2.559385084
1495,-2.222489138
1496,-2.14389166
